Term,df,offset
ohio,2,21260
oil,1,21262
oily,1,21263
ok,1,21264
okay,3,21265
ol,1,21268
old,40,21269
older,9,21309
oldest,1,21318
oldman,2,21319
olga,1,21321
olive,1,21322
olivier,1,21323
omero,1,21324
ominously,1,21325
omitted,1,21326
omni,1,21327
omniscient,1,21328
on,106,21329
once,26,21435
one,102,21461
only,67,21563
onstage,1,21630
onto,6,21631
ontogeny,1,21637
open,8,21638
opened,3,21646
opening,12,21649
opera,1,21661
operandi,1,21662
operation,2,21663
opinion,2,21665
opportunity,2,21667
opposite,1,21669
opposition,1,21670
oppressed,1,21671
optical,1,21672
or,80,21673
orange,3,21753
orchestral,1,21756
orchestrate,1,21757
orchestrated,1,21758
ordeal,1,21759
order,6,21760
ordinary,3,21766
organ,1,21769
organism,1,21770
organization,3,21771
organized,1,21774
orgen,1,21775
orient,1,21776
oriental,1,21777
orientation,1,21778
oriented,1,21779
origin,4,21780
original,120,21784
originality,4,21904
originally,1,21908
orignal,1,21909
orlean,2,21910
orphan,1,21912
orson,2,21913
orton,2,21915
oscar,3,21917
osd,8,21920
osg,2,21928
ostracized,1,21930
osupyr,1,21931
other,54,21932
otherwise,120,21986
oughness,1,22106
our,13,22107
ourselve,2,22120
ousmane,1,22122
oust,1,22123
out,87,22124
outer,3,22211
outgrowth,1,22214
outhouse,1,22215
outing,1,22216
outlay,1,22217
outlived,1,22218
outlook,1,22219
outraged,1,22220
outrageous,6,22221
outset,1,22227
outside,5,22228
outskirt,1,22233
outstanding,5,22234
outwit,1,22239
ovation,1,22240
over,44,22241
overact,1,22285
overall,12,22286
overblown,1,22298
overboard,2,22299
overcame,1,22301
overcast,2,22302
overcome,4,22304
overcrowded,1,22308
overhaul,1,22309
overlapping,1,22310
overlong,1,22311
overlooked,1,22312
overly,2,22313
oversleeping,1,22315
overtime,1,22316
overtone,1,22317
overuse,1,22318
overweight,1,22319
overwhelming,1,22320
owe,3,22321
owlish,1,22324
own,29,22325
owner,5,22354
oxford,1,22359
oz,4,22360
pace,3,22364
paced,1,22367
pacific,1,22368
pacifist,1,22369
pacifistic,1,22370
pacing,7,22371
pack,1,22378
package,4,22379
packed,1,22383
pad,1,22384
padded,1,22385
pagan,1,22386
pagnol,1,22387
paid,5,22388
pain,2,22393
painfully,1,22395
painstakingly,1,22396
paint,1,22397
painted,1,22398
painting,3,22399
pair,1,22402
paired,1,22403
pairing,1,22404
paisley,1,22405
pajama,2,22406
pakistani,1,22408
palace,3,22409
palette,1,22412
palm,1,22413
pan,4,22414
pandora,1,22418
panned,1,22419
panning,1,22420
panorama,1,22421
pantoliano,1,22422
paolo,1,22423
papa,1,22424
paper,2,22425
parachute,2,22427
paradise,1,22429
parallel,3,22430
paramount,1,22433
paramour,1,22434
paranoia,1,22435
pardon,1,22436
parent,10,22437
pari,4,22447
parish,1,22451
park,1,22452
parke,1,22453
parker,3,22454
parking,3,22457
parlay,1,22460
parlor,1,22461
parochial,1,22462
parodied,1,22463
parody,7,22464
parodying,1,22471
part,46,22472
partially,2,22518
particle,1,22520
particular,11,22521
particularly,24,22532
partner,4,22556
party,8,22560
pass,6,22568
passage,1,22574
passe,1,22575
passed,1,22576
passing,5,22577
passion,1,22582
past,8,22583
past/present,1,22591
pastiche,1,22592
patch,1,22593
patent,1,22594
patented,1,22595
path,3,22596
patho,1,22599
patience,1,22600
patient,2,22601
patriarch,2,22603
pattern,1,22605
paul,6,22606
pauline,1,22612
paunch,1,22613
paw,1,22614
pay,4,22615
paying,2,22619
pb,4,22621
pea,1,22625
peace,3,22626
peaceful,1,22629
peak,1,22630
peaked,1,22631
peanut,2,22632
peasant,1,22634
peck,1,22635
peckinpah,1,22636
peculiar,2,22637
pedestrian,3,22639
pee,3,22642
peer,1,22645
peggy,2,22646
pelle,1,22648
pen,1,22649
pena,1,22650
penalty,1,22651
pendelton,1,22652
pendleton,1,22653
pentagon,1,22654
penthouse,1,22655
people,55,22656
people/bad,1,22711
peploe,1,22712
pepsi,1,22713
per,2,22714
perceive,1,22716
perceptible,1,22717
perenniel,1,22718
perfect,10,22719
perfection,4,22729
perfectly,10,22733
perfomance,1,22743
perform,6,22744
performance,22,22750
performed,2,22772
performer,3,22774
perhap,32,22777
peril,1,22809
period,5,22810
perky,1,22815
permeated,1,22816
permission,1,22817
perpetuating,1,22818
perry,1,22819
persecute,1,22820
persecuted,2,22821
perseverance,1,22823
persian,1,22824
person,15,22825
persona,3,22840
personal,7,22843
personality,11,22850
personally,1,22861
personification,2,22862
personified,1,22864
perspective,3,22865
pervade,1,22868
peter,11,22869
peterson,1,22880
petty,2,22881
peyton,1,22883
pfeiffer,2,22884
pfieffer,1,22886
pg,1,22887
phallic,1,22888
phenomenal,1,22889
phenomenally,1,22890
philab,4,22891
philip,2,22895
phillip,2,22897
philosopher,1,22899
philosophical,5,22900
philosophize,1,22905
philosophy,3,22906
phone,4,22909
phoney,1,22913
phoning,1,22914
photo,1,22915
photograph,1,22916
photographed,1,22917
photography,8,22918
phrase,1,22926
physical,3,22927
physically,1,22930
physiology,1,22931
pi,1,22932
pic,1,22933
pick,10,22934
picked,3,22944
picker,1,22947
picketing,1,22948
pickle,1,22949
picky,1,22950
picture,16,22951
picturesque,1,22967
pie,1,22968
piece,11,22969
pied,1,22980
pierce,2,22981
piercing,1,22983
pierre,1,22984
pig,2,22985
pilate,1,22987
pile,1,22988
pill,1,22989
pillar,1,22990
pilot,3,22991
pimp,1,22994
pin,1,22995
pineapple,1,22996
ping,1,22997
pinnochio,1,22998
pinter,1,22999
pipe,1,23000
piper,1,23001
pissed,1,23002
pistol,1,23003
pit,1,23004
pitch,1,23005
pitcher,1,23006
pithy,1,23007
pixar,6,23008
piza,1,23014
place,29,23015
placed,1,23044
placement,1,23045
placid,1,23046
placing,1,23047
plague,2,23048
plaid,1,23050
plain,3,23051
plan,7,23054
plane,5,23061
planet,3,23066
planetary,1,23069
planetscape,1,23070
planned,3,23071
planning,1,23074
plant,1,23075
plastic,1,23076
platoon,4,23077
plausible,3,23081
play,40,23084
played,37,23124
player,4,23161
playing,14,23165
playtime,1,23179
playwright,2,23180
plead,1,23182
pleasant,4,23183
pleasantly,1,23187
please,120,23188
pleased,2,23308
pleasingly,1,23310
pleasure,3,23311
plenty,2,23314
plot,51,23316
plotline,1,23367
plotting,3,23368
plucky,1,23371
plug,1,23372
plus,2,23373
pm,1,23375
po,1,23376
pocket,1,23377
podge,2,23378
pogue,2,23380
point,35,23382
pointed,2,23417
pointing,2,23419
pointless,3,23421
poison,1,23424
poke,2,23425
poker,1,23427
poking,2,23428
pol,1,23430
polanski,1,23431
poledouri,1,23432
police,15,23433
policeman,5,23448
policemen,1,23453
policy,2,23454
polish,2,23456
polite,1,23458
politely,2,23459
politic,3,23461
political,9,23464
politically,1,23473
politician,1,23474
pollner,3,23475
pond,2,23478
pong,1,23480
pontius,1,23481
poo,1,23482
pool,1,23483
poor,9,23484
poorly,3,23493
pop,1,23496
popcorn,1,23497
popping,1,23498
popular,10,23499
popularity,2,23509
popularized,1,23511
populate,1,23512
populated,2,23513
population,2,23515
porky,1,23517
portfolio,1,23518
portion,3,23519
portrait,2,23522
portray,4,23524
portrayal,5,23528
portrayed,2,23533
poseidon,1,23535
position,2,23536
positive,6,23538
positively,1,23544
possesse,2,23545
possibility,1,23547
possible,3,23548
possibly,2,23551
post,3,23553
posted,120,23556
poster,1,23676
posting,3,23677
pot,2,23680
potatoe,1,23682
potemkin,1,23683
potential,3,23684
potentially,1,23687
poughkeepsie,1,23688
pound,1,23689
pounded,2,23690
pouty,1,23692
pow,1,23693
powell,2,23694
power,14,23696
powered,1,23710
powerful,5,23711
practical,2,23716
practice,4,23718
practiced,1,23722
praised,1,23723
prank,1,23724
pray,1,23725
praying,1,23726
pre,4,23727
preachy,1,23731
precede,1,23732
precisely,1,23733
precision,1,23734
predator,2,23735
predecessor,4,23737
predictable,10,23741
predominantly,1,23751
preface,1,23752
prefer,3,23753
pregnant,1,23756
preiss,1,23757
prejudice,3,23758
premiere,1,23761
premise,9,23762
prepared,1,23771
preposterously,1,23772
prequel,1,23773
presence,4,23774
present,8,23778
presentation,3,23786
presented,3,23789
presenting,1,23792
presidency,1,23793
press,1,23794
pressberger,1,23795
pressure,2,23796
pressured,2,23798
preston,1,23800
presumably,2,23801
pretend,1,23803
pretentiousness,1,23804
pretty,28,23805
preview,2,23833
previous,10,23835
previously,4,23845
price,3,23849
prick,4,23852
pride,1,23856
priest,1,23857
priestess,1,23858
primarily,2,23859
primary,2,23861
prime,4,23863
primitive,2,23867
princess,1,23869
principal,3,23870
principle,2,23873
print,2,23875
prior,2,23877
prise,1,23879
prison,5,23880
privacy,1,23885
private,5,23886
privately,1,23891
privilege,1,23892
privy,1,23893
prize,3,23894
probably,25,23897
probing,1,23922
problem,19,23923
proceed,1,23942
proceeding,1,23943
process,2,23944
processe,1,23946
prod,1,23947
prodigious,1,23948
produce,6,23949
produced,14,23955
producer,14,23969
producing,4,23983
product,4,23987
production,10,23991
profanity,2,24001
profession,1,24003
professional,2,24004
professionalism,1,24006
professor,2,24007
proficiency,1,24009
profit,2,24010
profitable,1,24012
profound,1,24013
program,4,24014
programming,1,24018
progress,6,24019
progresse,2,24025
progressed,1,24027
project,8,24028
projected,1,24036
projection,1,24037
projectionist,1,24038
prolonged,1,24039
prominent,1,24040
promise,1,24041
promote,2,24042
promoted,2,24044
promoter,1,24046
prompt,1,24047
prompted,1,24048
pronounce,1,24049
pronounced,1,24050
proof,1,24051
proper,4,24052
properly,2,24056
proportion,4,24058
prostitute,1,24062
prostitution,1,24063
protagonist,2,24064
protect,1,24066
protected,1,24067
protecting,1,24068
protection,1,24069
protestant,1,24070
protozoa,1,24071
prove,4,24072
proved,1,24076
proven,1,24077
provide,11,24078
provided,1,24089
providing,4,24090
province,1,24094
provincial,1,24095
provoke,1,24096
provoking,1,24097
prowess,1,24098
prudence,1,24099
prudish,2,24100
pryce,1,24102
psychedelic,1,24103
psychiatrist,2,24104
psychiatry,1,24106
psycho,5,24107
psychoanalyst,1,24112
psychologist,2,24113
psychopathic,1,24115
psychotic,2,24116
ptsfa,1,24118
pubescent,2,24119
public,3,24121
publication,1,24124
publicity,1,24125
publicly,2,24126
publish,1,24128
publishing,1,24129
puddin,1,24130
puerile,1,24131
pull,9,24132
pulled,2,24141
pulling,2,24143
pulp,1,24145
pun,3,24146
punch,1,24149
punching,1,24150
punctuated,1,24151
pungent,1,24152
punk,3,24153
puppet,2,24156
puppetry,1,24158
pur,1,24159
pure,5,24160
purely,2,24165
purity,1,24167
purple,1,24168
purport,1,24169
purported,1,24170
purpose,5,24171
purposely,1,24176
purse,1,24177
push,2,24178
pushed,1,24180
pusher,1,24181
pushing,1,24182
pushkin,1,24183
put,17,24184
putter,2,24201
putting,1,24203
python,4,24204
pythonisque,1,24208
quaid,3,24209
quaint,1,24212
qualify,1,24213
quality,14,24214
quantum,1,24228
quarter,3,24229
quarterback,1,24232
queen,1,24233
quest,5,24234
question,11,24239
queued,1,24250
quibble,2,24251
quick,6,24253
quicken,1,24259
quickie,1,24260
quickly,8,24261
quiet,2,24269
quietly,2,24271
quinn,2,24273
quintuplet,2,24275
quip,1,24277
quirky,1,24278
quit,1,24279
quite,22,24280
quiz,2,24302
quizze,1,24304
quote,3,24305
quoted,1,24308
rabbit,3,24309
rabble,1,24312
race,2,24313
racehorse,1,24315
racing,1,24316
radical,1,24317
radically,1,24318
radio,2,24319
raft,2,24321
rage,1,24323
raging,1,24324
raid,1,24325
raider,2,24326
railsback,1,24328
rain,2,24329
rainier,1,24331
raining,2,24332
rainy,1,24334
raise,1,24335
raised,1,24336
raising,6,24337
ralph,2,24343
rambling,2,24345
rambo,5,24347
ramen,1,24352
ramification,1,24353
rampling,1,24354
ran,3,24355
rancher,1,24358
randall,1,24359
random,3,24360
randy,1,24363
range,4,24364
ranger,3,24368
ranging,1,24371
ranking,1,24372
ransack,1,24373
rante,1,24374
ranting,1,24375
raoul,1,24376
rap,1,24377
rape,1,24378
raped,1,24379
rapidly,2,24380
rapp,1,24382
raquetball,1,24383
rare,4,24384
rarely,8,24388
rascke,1,24396
rat,3,24397
rate,31,24400
rated,2,24431
rather,22,24433
rating,10,24455
ratskiwatsky,1,24465
rattle,1,24466
raving,1,24467
ray,1,24468
raymond,1,24469
re,26,24470
reache,2,24496
reached,2,24498
react,4,24500
reacting,1,24504
reaction,4,24505
reactor,2,24509
read,13,24511
reader,2,24524
reading,5,24526
ready,4,24531
reagan,1,24535
real,39,24536
realism,2,24575
realist,1,24577
realistic,7,24578
realistically,1,24585
reality,9,24586
realization,2,24595
realize,8,24597
realized,3,24605
realizing,2,24608
really,52,24610
reap,1,24662
rear,3,24663
reason,26,24666
reasonable,2,24692
reasonably,2,24694
reassert,1,24696
rebel,4,24697
rebellion,1,24701
rebuild,1,24702
rebuilt,1,24703
rec,120,24704
recall,2,24824
recalling,2,24826
recapture,1,24828
receive,1,24829
received,2,24830
receiver,1,24832
recent,8,24833
recently,15,24841
recesse,1,24856
recipe,1,24857
reckless,1,24858
recklessly,1,24859
recluse,1,24860
recognition,1,24861
recognize,3,24862
recognized,4,24865
recommend,5,24869
recommendation,6,24874
recommended,2,24880
recommending,1,24882
record,7,24883
recorded,2,24890
recount,2,24892
recounting,2,24894
recoup,1,24896
recover,2,24897
recruit,2,24899
recursive,1,24901
recycled,1,24902
recycling,1,24903
red,4,24904
redgrave,2,24908
redneck,1,24910
reduced,1,24911
redundant,1,24912
redux,1,24913
reek,1,24914
reel,2,24915
reenlarge,1,24917
reenlarged,1,24918
reeve,2,24919
refer,3,24921
referred,1,24924
reflect,1,24925
reflected,2,24926
reflexe,1,24928
reformer,2,24929
refrain,1,24931
reframing,1,24932
refreshing,2,24933
refugee,1,24935
refurbished,1,24936
refusal,1,24937
refuse,2,24938
refused,1,24940
refusing,1,24941
regain,1,24942
regal,1,24943
regard,2,24944
regarding,1,24946
reggio,1,24947
regional,1,24948
regrettable,1,24949
regular,2,24950
regularity,1,24952
regularly,1,24953
regurgitate,1,24954
rehash,1,24955
reid,1,24956
reidar,1,24957
reiher,2,24958
reimer,1,24960
reiner,1,24961
reinforced,1,24962
reinhold,1,24963
reintroduce,1,24964
reject,1,24965
relate,1,24966
related,120,24967
relation,2,25087
relationship,10,25089
relative,4,25099
relatively,2,25103
relay,1,25105
release,9,25106
released,9,25115
relevance,1,25124
relevant,120,25125
reliance,1,25245
relied,1,25246
relief,3,25247
relieve,1,25250
relieved,1,25251
relieving,1,25252
religion,5,25253
religious,5,25258
reluctance,1,25263
rely,2,25264
relying,1,25266
remain,4,25267
remake,3,25271
remark,1,25274
remarkable,1,25275
remarkably,1,25276
remedial,1,25277
remember,13,25278
remembered,3,25291
remembrance,1,25294
remind,6,25295
reminded,4,25301
reminder,1,25305
reminding,2,25306
reminiscent,6,25308
remo,2,25314
remorse,2,25316
remove,1,25318
removed,1,25319
renamed,1,25320
render,1,25321
rendition,1,25322
renouncement,1,25323
rent,2,25324
repair,1,25326
repairmen,1,25327
repeat,4,25328
repeatedly,1,25332
repertory,2,25333
repetitive,1,25335
replace,2,25336
replaced,3,25338
repo,1,25341
repoman,1,25342
report,4,25343
reported,1,25347
reportedly,1,25348
reporter,1,25349
reporting,1,25350
represent,5,25351
representation,1,25356
representative,2,25357
represented,2,25359
representing,1,25361
repressive,1,25362
reprising,2,25363
reproduced,1,25365
repulsion,1,25366
reputed,1,25367
request,1,25368
require,6,25369
required,1,25375
requiring,1,25376
rescue,3,25377
research,4,25380
researche,1,25384
researched,1,25385
researcher,1,25386
resemblance,1,25387
resemble,5,25388
resembling,1,25393
resent,1,25394
reservation,1,25395
reserved,1,25396
residence,1,25397
resident,1,25398
resign,1,25399
resolution,1,25400
resolve,1,25401
resolved,2,25402
resort,1,25404
resounding,1,25405
resource,1,25406
respect,4,25407
respectfully,1,25411
respective,2,25412
respond,3,25414
response,1,25417
responsibility,120,25418
responsible,4,25538
rest,23,25542
restaurant,5,25565
restless,1,25570
reston,10,25571
restored,4,25581
restrained,1,25585
restraint,2,25586
result,12,25588
resurrected,2,25600
retain,2,25602
retaliation,1,25604
retell,1,25605
reticent,1,25606
retire,1,25607
retitling,1,25608
retreat,1,25609
retreated,1,25610
retreating,2,25611
retribution,1,25613
retrieval,1,25614
retrieve,1,25615
retrospect,1,25616
retrospective,1,25617
return,13,25618
returned,3,25631
returning,1,25634
reunited,1,25635
reveal,6,25636
revealed,1,25642
revealing,1,25643
revel,1,25644
revelation,3,25645
reveled,1,25648
revenge,4,25649
reversal,1,25653
reverse,1,25654
reversed,2,25655
review,120,25657
reviewed,120,25777
reviewer,4,25897
revisionist,1,25901
revitalized,1,25902
revived,1,25903
revolution,1,25904
revolutionary,1,25905
revolve,1,25906
reward,1,25907
rewrite,1,25908
rewrote,1,25909
rhino,1,25910
rhodenbarr,1,25911
rhy,3,25912
rib,1,25915
rich,4,25916
richard,5,25920
richardson,1,25925
richie,1,25926
rick,2,25927
ride,5,25929
rider,2,25934
ridicule,1,25936
ridiculous,6,25937
riding,2,25943
rife,1,25945
rifle,1,25946
rigg,2,25947
rigging,1,25949
right,31,25950
righteous,4,25981
riguer,1,25985
ring,3,25986
ringleader,1,25989
rio,1,25990
riot,1,25991
rip,2,25992
ripe,2,25994
ripoff,1,25996
ripped,1,25997
rise,3,25998
risk,5,26001
risking,1,26006
risky,2,26007
rita,1,26009
ritchie,2,26010
rite,1,26012
ritual,2,26013
ritzier,1,26015
rival,2,26016
river,1,26018
riveting,2,26019
rlgvax,4,26021
road,6,26025
roar,1,26031
rob,5,26032
robber,1,26037
robbery,3,26038
robbing,3,26041
robert,17,26044
robertse,1,26061
robocized,1,26062
robocop,5,26063
robot,3,26068
rock,6,26071
rocket,1,26077
rocky,1,26078
rod,1,26079
rodent,1,26080
roger,8,26081
rogueishly,1,26089
role,35,26090
roll,3,26125
roller,1,26128
rolling,3,26129
rom,1,26132
roman,1,26133
romance,5,26134
romancing,2,26139
romantic,4,26141
romanticized,1,26145
romeo,1,26146
romero,1,26147
romp,1,26148
romping,1,26149
ron,2,26150
ronald,1,26152
room,10,26153
roommate,1,26163
roommate/lover,1,26164
root,1,26165
rosana,1,26166
rosanna,1,26167
rose,3,26168
rosemary,1,26171
rosenzw,1,26172
rosenzweig,1,26173
rosewood,1,26174
ross,1,26175
rostand,2,26176
roster,1,26178
rostrum,1,26179
rot,1,26180
rotten,1,26181
rough,4,26182
roughly,2,26186
round,4,26188
rourke,2,26192
rousing,1,26194
route,1,26195
routine,3,26196
roxanne,2,26199
royale,1,26201
rozsa,1,26202
rub,1,26203
rube,1,26204
ruby,1,26205
rude,3,26206
ruffian,1,26209
ruin,1,26210
ruined,2,26211
rule,4,26213
ruled,1,26217
ruling,1,26218
rumbling,1,26219
rumor,2,26220
rumored,1,26222
run,23,26223
runaway,1,26246
runner,2,26247
running,12,26249
rupert,2,26261
rural,1,26263
rush,1,26264
russ,1,26265
russell,2,26266
russia,1,26268
russian,2,26269
rutger,38,26271
ruth,2,26309
ruthless,2,26311
ry,1,26313
rydstrom,1,26314
rye,1,26315
saavik,1,26316
saccharine,1,26317
sacred,2,26318
sacrifice,2,26320
sacrificed,1,26322
sad,1,26323
saddle,1,26324
saddled,2,26325
sadie,1,26327
sadist,1,26328
sadly,2,26329
saeed,1,26331
safe,8,26332
safest,1,26340
safety,2,26341
safeway,1,26343
said,21,26344
saint,1,26365
sake,4,26366
salacious,1,26370
salary,1,26371
sale,2,26372
salem,1,26374
salesman,1,26375
salesmen,2,26376
salieri,1,26378
salkind,1,26379
saloon,2,26380
salt,1,26382
salted,1,26383
salvation,1,26384
sam,5,26385
same,39,26390
sample,1,26429
samurai,1,26430
san,3,26431
sanctimonious,1,26434
santa,1,26435
santana,1,26436
santeria,1,26437
santerian,1,26438
sapped,1,26439
sara,2,26440
sarandon,3,26442
sardonic,2,26445
sat,3,26447
satan,1,26450
sate,1,26451
satire,4,26452
satirical,2,26456
satirizing,1,26458
satisfaction,1,26459
satisfactory,1,26460
satisfied,1,26461
satisfying,5,26462
saturday,5,26467
satyr,1,26472
sauvage,1,26473
savage,1,26474
save,7,26475
saving,4,26482
savior,1,26486
saw,28,26487
say,40,26515
saying,11,26555
sb6,15,26566
scacchi,1,26581
scale,54,26582
scandal,1,26636
scapegoat,1,26637
scare,2,26638
scarecrow,1,26640
scared,2,26641
scarface,2,26643
scarred,1,26645
scary,4,26646
scattered,2,26650
scenario,2,26652
scene,64,26654
scenery,3,26718
schaefer,1,26721
schedule,1,26722
scheme,2,26723
schiller,1,26725
schizoid,1,26726
schlesinger,1,26727
schlock,3,26728
schmoe,1,26731
schnook,1,26732
school,15,26733
schoolmaster,1,26748
schtick,1,26749
schumacher,1,26750
schwartz,1,26751
schwarzenegger,3,26752
sci,2,26755
science,12,26757
scientific,2,26769
scientifically,1,26771
scientist,4,26772
scissor,1,26776
scoffed,1,26777
scope,3,26778
score,9,26781
scored,1,26790
scott,1,26791
scoundrel,1,26792
scrappy,1,26793
scratch,1,26794
scream,2,26795
screaming,1,26797
screen,21,26798
screened,1,26819
screening,1,26820
screenplay,13,26821
screenwriter,15,26834
screw,3,26849
screwball,1,26852
screwed,2,26853
screwing,2,26855
script,30,26857
scripted,1,26887
scripter,1,26888
scriptwriter,3,26889
sdcrdcf,2,26892
sdcsvax,3,26894
sdd,1,26897
sdi,1,26898
sdic,2,26899
seam,1,26901
seamless,2,26902
sean,7,26904
search,3,26911
searching,1,26914
searing,1,26915
season,2,26916
seat,5,26918
seatbelt,1,26923
seattle,18,26924
seaweedhead,1,26942
sebastian,1,26943
second,22,26944
secondarily,1,26966
secondly,1,26967
secret,8,26968
section,1,26976
secure,1,26977
security,1,26978
seduce,3,26979
seductress,1,26982
see,56,26983
seediness,1,27039
seedy,1,27040
seeing,26,27041
seeking,2,27067
seem,55,27069
seemed,13,27124
seeming,2,27137
seemingly,3,27139
seen,50,27142
segment,2,27192
seismo,11,27194
seize,1,27205
selection,1,27206
selective,2,27207
self,14,27209
selfish,1,27223
selfishness,2,27224
sell,5,27226
selleck,2,27231
seller,2,27233
selling,5,27235
sembene,1,27240
semblance,1,27241
semi,4,27242
send,4,27246
sending,1,27250
senegal,1,27251
senegalese,1,27252
senior,1,27253
sensation,1,27254
sense,27,27255
senseless,2,27282
sensible,1,27284
sensitive,3,27285
sent,5,27288
sentence,2,27293
sentenced,1,27295
sentiment,4,27296
sentimental,1,27300
sentimentality,1,27301
sentinel,1,27302
separate,2,27303
separated,2,27305
sepia,2,27307
sequel,8,27309
sequence,17,27317
seresin,1,27334
sergeant,3,27335
sergio,2,27338
serial,1,27340
serious,15,27341
seriously,6,27356
serling,1,27362
sermon,2,27363
servant,3,27365
serve,3,27368
service,7,27371
serviceable,2,27378
sery,18,27380
session,1,27398
set,34,27399
seth,1,27433
setting,8,27434
settle,1,27442
settled,1,27443
seven,6,27444
seventy,2,27450
several,32,27452
severe,1,27484
sewer,1,27485
sex,6,27486
sexual,6,27492
sexuality,1,27498
sexually,2,27499
sexy,4,27501
sf,2,27505
shack,1,27507
shacking,1,27508
shadow,1,27509
shadowed,1,27510
shaggy,1,27511
shaking,2,27512
shaky,2,27514
shallow,3,27516
shame,2,27519
shape,1,27521
shaped,1,27522
shapiro,1,27523
share,5,27524
sharing,2,27529
sharp,1,27531
shatter,1,27532
shaver,1,27533
shaw,1,27534
shawn,2,27535
she,36,27537
sheen,3,27573
sheer,1,27576
sheet,1,27577
shelter,1,27578
sheltered,1,27579
sheriff,2,27580
sherlock,1,27582
sherman,2,27583
shift,2,27585
shine,1,27587
shining,2,27588
shinning,1,27590
ship,3,27591
shipment,1,27594
shipped,1,27595
shipping,1,27596
shirley,2,27597
shirt,1,27599
shit,1,27600
shock,1,27601
shocking,1,27602
shoe,1,27603
shogun,2,27604
shoot,4,27606
shooter,1,27610
shooting,6,27611
shootout,1,27617
shop,3,27618
shopkeeper,1,27621
shopper,1,27622
shopping,2,27623
shore,1,27625
short,16,27626
shorter,3,27642
shortly,2,27645
shot,17,27647
shotgun,1,27664
shotgunned,1,27665
should,36,27666
shoulder,2,27702
shouldn,3,27704
shout,2,27707
show,45,27709
showcase,1,27754
showed,2,27755
showing,8,27757
shown,6,27765
shred,1,27771
shrill,3,27772
shrinking,1,27775
shrouded,1,27776
shrug,1,27777
shuck,1,27778
shue,1,27779
shuffle,2,27780
shut,1,27782
shutting,1,27783
shy,1,27784
si,1,27785
siam,1,27786
sick,2,27787
sickening,1,27789
sickness,1,27790
sid,2,27791
side,11,27793
sidekick,1,27804
sidenote,1,27805
sideshow,1,27806
siding,1,27807
siege,1,27808
sifaki,1,27809
siff,1,27810
sigh,1,27811
sight,5,27812
sign,7,27817
signature,1,27824
sigourney,1,27825
silence,1,27826
silent,2,27827
silhouette,1,27829
sill,1,27830
silliest,2,27831
silliness,2,27833
silly,4,27835
silver,4,27839
sim,1,27843
similar,8,27844
similarity,3,27852
similarly,2,27855
simon,1,27857
simone,1,27858
simple,10,27859
simplistic,2,27869
simply,10,27871
simultaneous,1,27881
simultaneously,3,27882
sin,4,27885
since,30,27889
sincerely,1,27919
sincerity,1,27920
sing,4,27921
singer,2,27925
singing,3,27927
single,4,27930
singled,1,27934
sinister,1,27935
sink,1,27936
sir,3,27937
siskel,5,27940
sister,7,27945
sit,5,27952
site,2,27957
sitter,1,27959
sitting,2,27960
situation,16,27962
six,12,27978
sixteen,1,27990
sixth,1,27991
sixty,1,27992
size,3,27993
sized,1,27996
skate,1,27997
skeletal,1,27998
skeleton,2,27999
skeptical,1,28001
skepticism,1,28002
sketch,1,28003
sketche,2,28004
ski,1,28006
skill,7,28007
skilled,2,28014
skillful,3,28016
skillfully,2,28019
skin,1,28021
skip,2,28022
skit,2,28024
skran,1,28026
sky,3,28027
slang,2,28030
slapdash,1,28032
slapstick,8,28033
slasher,3,28041
slaughtered,1,28044
slave,2,28045
slavo,1,28047
sleaze,1,28048
sleazy,1,28049
sleep,2,28050
sleeping,1,28052
sleeve,1,28053
slesin,1,28054
slg,1,28055
slice,3,28056
sliced,1,28059
slight,2,28060
slightest,1,28062
slightly,2,28063
slime,1,28065
sliminess,1,28066
slimy,1,28067
slipper,1,28068
slipping,1,28069
slipshod,1,28070
slop,1,28071
slot,1,28072
slow,8,28073
slowly,6,28081
slug,1,28087
sluggish,1,28088
slum,1,28089
sly,1,28090
small,26,28091
smaller,1,28117
smallpox,1,28118
smart,3,28119
smartest,1,28122
smash,2,28123
smell,1,28125
smersh,1,28126
smile,4,28127
smiling,2,28131
smirk,2,28133
smith,2,28135
smother,1,28137
smothered,1,28138
smuggling,2,28139
snake,1,28141
snap,2,28142
snappy,2,28144
snapshot,1,28146
snatch,1,28147
sneak,2,28148
snicker,1,28150
snidely,1,28151
sniper,3,28152
snoodle,1,28155
snowflake,1,28156
snowplow,1,28157
so,84,28158
soap,1,28242
social,8,28243
socialite,1,28251
socially,1,28252
society,5,28253
sociopath,2,28258
sock,1,28260
sod,1,28261
soft,2,28262
softball,1,28264
soften,1,28265
solar,2,28266
soldier,10,28268
solid,4,28278
solidarity,1,28282
solipsism,1,28283
solution,2,28284
solve,2,28286
solved,1,28288
som,1,28289
some,80,28290
somebody,1,28370
someday,2,28371
somehow,7,28373
someone,22,28380
somerset,1,28402
something,47,28403
sometime,17,28450
somewhat,15,28467
somewhere,2,28482
son,13,28484
song,7,28497
sonnenfield,1,28504
soon,14,28505
soonest,1,28519
sophisticated,2,28520
sordid,1,28522
sore,1,28523
sorry,6,28524
sort,24,28530
soul,7,28554
sound,11,28561
sounded,1,28572
sounding,1,28573
soundtrack,4,28574
soup,1,28578
sour,1,28579
source,3,28580
south,6,28583
southeast,1,28589
